step,position,health_level,resource_level,air_pollution,ground_pollution
16,"(6, 9)",100.0,100.0,0.0,0.0
16,"(8, 0)",100.0,100.0,0.0,0.0
16,"(8, 2)",100.0,100.0,0.0,0.0
16,"(8, 3)",100.0,100.0,0.0,0.0
16,"(8, 4)",100.0,100.0,0.0,0.0
16,"(8, 5)",100.0,100.0,0.0,0.0
16,"(9, 3)",100.0,100.0,0.0,0.0
16,"(9, 4)",100.0,100.0,0.0,0.0
16,"(9, 6)",100.0,100.0,0.0,0.0
17,"(0, 0)",100.0,100.0,0.0,0.0
17,"(0, 3)",100.0,100.0,0.0,0.0
17,"(0, 4)",100.0,100.0,0.0,0.0
17,"(0, 6)",100.0,100.0,0.0,0.0
17,"(0, 9)",100.0,100.0,0.0,0.0
17,"(1, 6)",100.0,100.0,0.0,0.0
17,"(1, 7)",100.0,100.0,0.0,0.0
17,"(2, 1)",100.0,100.0,0.0,0.0
17,"(2, 3)",100.0,100.0,0.0,0.0
17,"(2, 4)",100.0,100.0,0.0,0.0
17,"(2, 9)",100.0,100.0,0.0,0.0
17,"(3, 4)",100.0,100.0,0.0,0.0
17,"(3, 5)",100.0,100.0,0.0,0.0
17,"(4, 6)",100.0,100.0,0.0,0.0
17,"(4, 7)",100.0,100.0,0.0,0.0
17,"(5, 2)",100.0,100.0,0.0,0.0
17,"(5, 3)",100.0,100.0,0.0,0.0
17,"(5, 7)",100.0,100.0,0.0,0.0
17,"(6, 0)",100.0,100.0,0.0,0.0
17,"(6, 4)",100.0,100.0,0.0,0.0
17,"(6, 9)",100.0,100.0,0.0,0.0
17,"(8, 0)",100.0,100.0,0.0,0.0
17,"(8, 2)",100.0,100.0,0.0,0.0
17,"(8, 3)",100.0,100.0,0.0,0.0
17,"(8, 4)",100.0,100.0,0.0,0.0
17,"(8, 5)",100.0,100.0,0.0,0.0
17,"(9, 3)",100.0,100.0,0.0,0.0
17,"(9, 4)",100.0,100.0,0.0,0.0
